tag,categoria,processos_origem,descricao,quantidade_eventos,porcentagem_total
CAR.AUDIO.CoreAudioVolumeGroup,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",35,0.08%
WM-GreedyScheduler,Outros / Serviços Gerais do SO,"com.android.providers.media.module (42.9%), com.android.statementservice (40.0%), com.android.rkpdapp (11.4%)",Eventos não categorizados em nenhuma categoria anterior.,35,0.08%
BluetoothKeystoreService,Criptografia e Chaves,com.android.bluetooth,Armazenamento criptografado de chaves e vínculos Bluetooth,34,0.08%
AccessControllerMetricsStats,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,34,0.08%
am_uid_idle,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,34,0.08%
SystemServerInitThreadPool,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,33,0.07%
CarrierConfigManager,Subssistema Automotivo (AAOS),"com.android.phone (75.8%), system_server (15.2%), com.android.systemui (6.1%)","Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",33,0.07%
CarNotificationListener,Subssistema Automotivo (AAOS),com.android.systemui,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",32,0.07%
ACPI,Outros / Serviços Gerais do SO,servicemanager,Eventos não categorizados em nenhuma categoria anterior.,31,0.07%
keymint-hal-nonsecure,Criptografia e Chaves,keymint-hal-nonsecure,"Keystore2, KeyMint, File-Based Encryption (FBE) e montagem de storage (vold).",31,0.07%
NotificationManagerService.NotificationAssistants,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,31,0.07%
VirtualHalConfig,Outros / Serviços Gerais do SO,VirtualHalConfig,Eventos não categorizados em nenhuma categoria anterior.,31,0.07%
uwb,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,31,0.07%
aconfigd_system,Outros / Serviços Gerais do SO,"aconfigd_system (93.3%), pid:606 (6.7%)",Eventos não categorizados em nenhuma categoria anterior.,30,0.07%
ApexManager,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,30,0.07%
VoiceInteractionManager,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",30,0.07%
DisplayInterface,Outros / Serviços Gerais do SO,com.android.car,Eventos não categorizados em nenhuma categoria anterior.,30,0.07%
UwbServiceCore,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,29,0.06%
CAR.L,Subssistema Automotivo (AAOS),"com.android.systemui (31.0%), com.android.car.settings (24.1%), com.android.car.carlauncher (17.2%)","Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",29,0.06%
Audio_ParameterParser,Subssistema Automotivo (AAOS),pid:653,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",28,0.06%
UriGrantsManagerService,Auditoria e SELinux,system_server,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",28,0.06%
BiometricScheduler,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",28,0.06%
UiccProfile [0],Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
StorageSessionController,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
UntrustedWifiNetworkFactory,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
OemPaidWifiNetworkFactory,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
MultiInternetWifiNetworkFactory,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
JobInfo,Outros / Serviços Gerais do SO,"system_server (46.4%), com.android.statementservice (21.4%), android.ext.services (7.1%)",Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
MediaStore,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
DatabaseBackupAndRecovery,Gestão de Usuários e Acesso,com.android.providers.media.module,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",28,0.06%
DN-100-C,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,28,0.06%
UserDataPreparer,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",27,0.06%
RoleControllerServiceImpl,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",27,0.06%
CAR.AUDIO,Subssistema Automotivo (AAOS),com.android.car,Gerenciador de zonas de áudio e roteamento sonoro do veículo,26,0.06%
AidlBufferPool,Outros / Serviços Gerais do SO,"mediaswcodec (69.2%), system_server (19.2%), com.android.systemui (11.5%)",Eventos não categorizados em nenhuma categoria anterior.,26,0.06%
RilRequest,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,26,0.06%
ManagedProvisioning,Outros / Serviços Gerais do SO,com.android.managedprovisioning,Eventos não categorizados em nenhuma categoria anterior.,26,0.06%
derive_sdk,Outros / Serviços Gerais do SO,derive_sdk,Eventos não categorizados em nenhuma categoria anterior.,25,0.06%
netstats_mobile_sample,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,25,0.06%
netstats_wifi_sample,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,25,0.06%
DisplaySystemBarsController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,25,0.06%
installd,Outros / Serviços Gerais do SO,installd,Eventos não categorizados em nenhuma categoria anterior.,24,0.05%
DisplayManager.PersistentDataStore,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,24,0.05%
wm_task_moved,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,24,0.05%
SatelliteEntitlementController,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,24,0.05%
bt_btif_sock_rfcomm,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,24,0.05%
FuseDaemon,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,24,0.05%
Watchdog,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",23,0.05%
WifiCarrierInfoManager,Subssistema Automotivo (AAOS),system_server,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",23,0.05%
bt_core_module,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,23,0.05%
EventHub,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,22,0.05%
SignedPackage,Outros / Serviços Gerais do SO,"system_server (95.5%), com.android.permissioncontroller (4.5%)",Eventos não categorizados em nenhuma categoria anterior.,22,0.05%
MediaCodec,Outros / Serviços Gerais do SO,"system_server (54.5%), com.android.systemui (27.3%), com.android.providers.media.module (18.2%)",Eventos não categorizados em nenhuma categoria anterior.,22,0.05%
AudioControl,Subssistema Automotivo (AAOS),pid:659,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",22,0.05%
UiccController,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,22,0.05%
AppSearchIcing,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,22,0.05%
MediaServiceV2,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,22,0.05%
AppIdPermissionPolicy,Gestão de Usuários e Acesso,system_server,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",21,0.05%
PackageInfo,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,21,0.05%
WifiManager,Outros / Serviços Gerais do SO,"com.android.systemui (57.1%), com.android.networkstack.process (38.1%), system_server (4.8%)",Eventos não categorizados em nenhuma categoria anterior.,21,0.05%
NRM-C-0,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,21,0.05%
bt_btif_storage,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,21,0.05%
selinux,Auditoria e SELinux,servicemanager,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",20,0.04%
libbinder.BpBinder,Outros / Serviços Gerais do SO,"servicemanager (60.0%), mediaswcodec (15.0%), vold (5.0%)",Eventos não categorizados em nenhuma categoria anterior.,20,0.04%
AlarmManager,Outros / Serviços Gerais do SO,"system_server (65.0%), com.android.phone (25.0%), com.android.systemui (10.0%)",Eventos não categorizados em nenhuma categoria anterior.,20,0.04%
System,Outros / Serviços Gerais do SO,"com.android.phone (90.0%), system_server (5.0%), com.android.systemui (5.0%)",Eventos não categorizados em nenhuma categoria anterior.,20,0.04%
CarrierResolver,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",20,0.04%
StorageNotification,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,20,0.04%
PlayerSettingsManager,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,20,0.04%
ContactsDatabaseHelper,Outros / Serviços Gerais do SO,android.process.acore,Eventos não categorizados em nenhuma categoria anterior.,20,0.04%
car_user_svc_notify_internal_lifecycle_listener,Subssistema Automotivo (AAOS),com.android.car,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",19,0.04%
CAT,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,19,0.04%
bt_osi_alarm,Outros / Serviços Gerais do SO,com.android.bluetooth,Eventos não categorizados em nenhuma categoria anterior.,19,0.04%
SystemServer,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
SoundTriggerMiddlewareImpl,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
MediaCodecList,Outros / Serviços Gerais do SO,"system_server (33.3%), pid:765 (16.7%), com.android.systemui (16.7%)",Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
DeferredSmsMmsRestoreService,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
androidtc,Outros / Serviços Gerais do SO,"android.ext.services (66.7%), com.android.phone (33.3%)",Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
InputChannel-JNI,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
SMSDispatcher,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
UiccCard,Subssistema Automotivo (AAOS),com.android.phone,"Barramentos veiculares, HVAC, CarService, Vehicle HAL (VHAL), Cluster e telemetria.",18,0.04%
BluetoothHeadsetClient,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
PickerSyncLockManager,Outros / Serviços Gerais do SO,com.android.providers.media.module,Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
WM-SystemJobScheduler,Outros / Serviços Gerais do SO,"com.android.providers.media.module (50.0%), com.android.statementservice (33.3%), com.android.rkpdapp (11.1%)",Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
WM-WorkConstraintsTrack,Outros / Serviços Gerais do SO,"com.android.statementservice (55.6%), com.android.devicelockcontroller (22.2%), com.android.rkpdapp (22.2%)",Eventos não categorizados em nenhuma categoria anterior.,18,0.04%
DnsResolver,Rede e Conexões,com.android.networkstack.process,"Roteamento de rede (netd), DNS (resolv), regras de iptables e conexões de depuração (adbd).",18,0.04%
uprobestatsbpfl,Auditoria e SELinux,auditd,"Daemon de auditoria do kernel (auditd), checagem de AVC denials e políticas SELinux.",17,0.04%
bootstat,Outros / Serviços Gerais do SO,"pid:3784 (52.9%), pid:749 (41.2%), pid:3124 (5.9%)",Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
BootAnimation,Outros / Serviços Gerais do SO,pid:856,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
AppOps,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
NetlinkUtils,Outros / Serviços Gerais do SO,system_server,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
GnssAidl,Outros / Serviços Gerais do SO,pid:683,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
ndroid.systemui,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
AutoCaptionController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
RecentTasksController,Outros / Serviços Gerais do SO,com.android.systemui,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
NavigationModeController,Gestão de Usuários e Acesso,com.android.systemui,"Perfis de usuário (motorista/passageiro), permissões de apps e contas.",17,0.04%
PhoneSwitcher,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
NullCipherNotifier,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
NitzStateMachineImpl,Outros / Serviços Gerais do SO,com.android.phone,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
CallLogProvider,Outros / Serviços Gerais do SO,android.process.acore,Eventos não categorizados em nenhuma categoria anterior.,17,0.04%
EvsApp,Outros / Serviços Gerais do SO,"pid:2530 (81.2%), pid:751 (18.8%)",Eventos não categorizados em nenhuma categoria anterior.,16,0.04%
